issue_id,status,changed_timestamp,changed_by
CHOI-1613,DONE,2026-02-28 13:07:31,USR-72163
CHOI-1613,REOPENED,2026-03-01 23:07:31,USR-32871
CHOI-1613,IN_PROGRESS,2026-03-02 14:07:31,USR-72163
CHOI-1613,DONE,2026-03-03 11:07:31,USR-72163
PROF-2845,TO_DO,2026-06-23 10:29:13,USR-95823
PROF-2845,IN_PROGRESS,2026-06-24 09:29:13,USR-95823
PROF-2845,IN_REVIEW,2026-06-25 05:29:13,USR-95823
PROF-2845,DONE,2026-06-26 19:29:13,USR-95823
PROF-3875,TO_DO,2025-12-06 18:47:58,USR-94136
PROF-3875,IN_PROGRESS,2025-12-07 21:47:58,USR-94136
PROF-3875,IN_REVIEW,2025-12-09 17:47:58,USR-94136
PROF-3875,DONE,2025-12-10 01:47:58,USR-94136
ANIM-8822,TO_DO,2026-05-26 19:07:38,USR-13478
ANIM-8822,IN_PROGRESS,2026-05-27 18:07:38,USR-13478
ANIM-8822,IN_REVIEW,2026-05-28 15:07:38,USR-13478
ANIM-8822,DONE,2026-05-30 06:07:38,USR-13478
CONF-1187,TO_DO,2026-07-01 16:45:02,USR-15376
CONF-1187,IN_PROGRESS,2026-07-02 13:45:02,USR-15376
CONF-1187,IN_REVIEW,2026-07-03 01:45:02,USR-15376
CONF-1187,DONE,2026-07-04 04:45:02,USR-15376
LIST-6095,TO_DO,2026-08-03 10:10:14,USR-34881
LIST-6095,IN_PROGRESS,2026-08-03 20:10:14,USR-34881
LIST-6095,IN_REVIEW,2026-08-05 04:10:14,USR-34881
LIST-6095,DONE,2026-08-05 15:10:14,USR-34881
CONF-7121,TO_DO,2026-07-25 04:15:01,USR-60351
CONF-7121,IN_PROGRESS,2026-07-25 21:15:01,USR-60351
CONF-7121,IN_REVIEW,2026-07-27 18:15:01,USR-60351
CONF-7121,DONE,2026-07-29 10:15:01,USR-60351
LIST-8319,TO_DO,2025-11-13 07:24:19,USR-79822
LIST-8319,IN_PROGRESS,2025-11-14 17:24:19,USR-79822
LIST-8319,IN_REVIEW,2025-11-15 07:24:19,USR-79822
LIST-8319,DONE,2025-11-16 21:24:19,USR-79822
ANIM-3695,TO_DO,2026-07-09 12:20:47,USR-74178
ANIM-3695,IN_PROGRESS,2026-07-10 21:20:47,USR-74178
ANIM-3695,IN_REVIEW,2026-07-11 04:20:47,USR-74178
ANIM-3695,DONE,2026-07-12 14:20:47,USR-74178
DEVE-8429,TO_DO,2026-01-26 03:42:41,USR-67711
DEVE-8429,IN_PROGRESS,2026-01-28 03:42:41,USR-67711
DEVE-8429,IN_REVIEW,2026-01-28 06:42:41,USR-67711
DEVE-8429,DONE,2026-01-29 09:42:41,USR-67711
DEVE-8429,REOPENED,2026-01-30 03:42:41,USR-57419
DEVE-8429,IN_PROGRESS,2026-01-30 04:42:41,USR-67711
DEVE-8429,DONE,2026-01-30 21:42:41,USR-67711
CONF-2196,TO_DO,2026-01-20 23:46:52,USR-67595
CONF-2196,IN_PROGRESS,2026-01-22 07:46:52,USR-67595
CONF-2196,IN_REVIEW,2026-01-22 11:46:52,USR-67595
CONF-2196,DONE,2026-01-23 07:46:52,USR-67595
CONF-2196,REOPENED,2026-01-24 11:46:52,USR-48829
CONF-2196,IN_PROGRESS,2026-01-24 17:46:52,USR-67595
CONF-2196,DONE,2026-01-25 05:46:52,USR-67595
ORGA-7135,TO_DO,2026-03-14 13:19:16,USR-63841
ORGA-7135,IN_PROGRESS,2026-03-14 23:19:16,USR-63841
ORGA-7135,IN_REVIEW,2026-03-16 18:19:16,USR-63841
ORGA-7135,DONE,2026-03-17 18:19:16,USR-63841
ANIM-9802,TO_DO,2026-05-10 14:40:18,USR-28030
ANIM-9802,IN_PROGRESS,2026-05-11 21:40:18,USR-28030
ANIM-9802,IN_REVIEW,2026-05-13 18:40:18,USR-28030
ANIM-9802,DONE,2026-05-15 18:40:18,USR-28030
ORGA-9715,TO_DO,2026-07-18 22:15:18,USR-41358
ORGA-9715,IN_PROGRESS,2026-07-20 22:15:18,USR-41358
ORGA-9715,IN_REVIEW,2026-07-21 07:15:18,USR-41358
ORGA-9715,DONE,2026-07-21 11:15:18,USR-41358
ORGA-1256,TO_DO,2026-06-04 07:10:38,USR-71213
ORGA-1256,IN_PROGRESS,2026-06-05 00:10:38,USR-71213
ORGA-1256,IN_REVIEW,2026-06-05 04:10:38,USR-71213
ORGA-1256,DONE,2026-06-06 07:10:38,USR-71213
PROF-9843,TO_DO,2026-09-10 22:47:17,USR-41147
PROF-9843,IN_PROGRESS,2026-09-12 22:47:17,USR-41147
PROF-9843,IN_REVIEW,2026-09-14 12:47:17,USR-41147
PROF-9843,DONE,2026-09-15 10:47:17,USR-41147
CONF-6253,TO_DO,2026-06-24 15:30:15,USR-55745
CONF-6253,IN_PROGRESS,2026-06-25 10:30:15,USR-55745
CONF-6253,IN_REVIEW,2026-06-25 15:30:15,USR-55745
CONF-6253,DONE,2026-06-27 04:30:15,USR-55745
ANIM-7999,TO_DO,2026-04-30 07:08:43,USR-24366
ANIM-7999,IN_PROGRESS,2026-05-01 05:08:43,USR-24366
ANIM-7999,IN_REVIEW,2026-05-03 03:08:43,USR-24366
ANIM-7999,DONE,2026-05-04 07:08:43,USR-24366
ANIM-5913,TO_DO,2026-02-16 12:22:47,USR-25292
ANIM-5913,IN_PROGRESS,2026-02-18 11:22:47,USR-25292
ANIM-5913,IN_REVIEW,2026-02-18 22:22:47,USR-25292
ANIM-5913,DONE,2026-02-20 05:22:47,USR-25292
LIST-7761,TO_DO,2025-12-28 16:17:36,USR-58689
LIST-7761,IN_PROGRESS,2025-12-29 15:17:36,USR-58689
LIST-7761,IN_REVIEW,2025-12-31 10:17:36,USR-58689
LIST-7761,DONE,2025-12-31 17:17:36,USR-58689
WIN-2514,TO_DO,2026-04-29 02:41:38,USR-80282
WIN-2514,IN_PROGRESS,2026-04-30 18:41:38,USR-80282
WIN-2514,IN_REVIEW,2026-04-30 22:41:38,USR-80282
WIN-2514,DONE,2026-05-01 04:41:38,USR-80282
CONF-4555,TO_DO,2026-04-18 03:13:25,USR-27139
CONF-4555,IN_PROGRESS,2026-04-18 12:13:25,USR-27139
CONF-4555,IN_REVIEW,2026-04-19 20:13:25,USR-27139
CONF-4555,DONE,2026-04-20 13:13:25,USR-27139
CONF-4350,TO_DO,2025-11-07 12:28:04,USR-94518
CONF-4350,IN_PROGRESS,2025-11-09 07:28:04,USR-94518
CONF-4350,IN_REVIEW,2025-11-10 07:28:04,USR-94518
CONF-4350,DONE,2025-11-11 04:28:04,USR-94518
WIN-9401,TO_DO,2025-10-16 00:09:09,USR-63354
WIN-9401,IN_PROGRESS,2025-10-16 15:09:09,USR-63354
WIN-9401,IN_REVIEW,2025-10-17 16:09:09,USR-63354
WIN-9401,DONE,2025-10-18 14:09:09,USR-63354
DEVE-4625,TO_DO,2026-08-16 02:10:03,USR-10772
DEVE-4625,IN_PROGRESS,2026-08-16 22:10:03,USR-10772
DEVE-4625,IN_REVIEW,2026-08-17 09:10:03,USR-10772
DEVE-4625,DONE,2026-08-17 23:10:03,USR-10772
PROF-7223,TO_DO,2026-09-07 18:03:22,USR-16428
PROF-7223,IN_PROGRESS,2026-09-09 03:03:22,USR-16428
PROF-7223,IN_REVIEW,2026-09-11 03:03:22,USR-16428
PROF-7223,DONE,2026-09-12 22:03:22,USR-16428
TERM-3756,TO_DO,2026-08-17 00:20:22,USR-15229
TERM-3756,IN_PROGRESS,2026-08-18 12:20:22,USR-15229
TERM-3756,IN_REVIEW,2026-08-20 07:20:22,USR-15229
TERM-3756,DONE,2026-08-20 12:20:22,USR-15229
DEVE-2217,TO_DO,2026-02-23 14:11:14,USR-38746
DEVE-2217,IN_PROGRESS,2026-02-23 20:11:14,USR-38746
DEVE-2217,IN_REVIEW,2026-02-25 19:11:14,USR-38746
DEVE-2217,DONE,2026-02-26 06:11:14,USR-38746
PROF-9285,TO_DO,2026-05-01 16:53:53,USR-82910
PROF-9285,IN_PROGRESS,2026-05-03 12:53:53,USR-82910
PROF-9285,IN_REVIEW,2026-05-04 21:53:53,USR-82910
PROF-9285,DONE,2026-05-05 00:53:53,USR-82910
LIST-7739,TO_DO,2025-11-06 08:56:45,USR-22249
LIST-7739,IN_PROGRESS,2025-11-08 06:56:45,USR-22249
LIST-7739,IN_REVIEW,2025-11-10 03:56:45,USR-22249
LIST-7739,DONE,2025-11-11 08:56:45,USR-22249
LIST-7739,REOPENED,2025-11-11 21:56:45,USR-58689
LIST-7739,IN_PROGRESS,2025-11-12 01:56:45,USR-22249
LIST-7739,DONE,2025-11-12 11:56:45,USR-22249
LIST-3439,TO_DO,2026-04-22 06:57:16,USR-69609
LIST-3439,IN_PROGRESS,2026-04-22 13:57:16,USR-69609
LIST-3439,IN_REVIEW,2026-04-23 14:57:16,USR-69609
LIST-3439,DONE,2026-04-24 17:57:16,USR-69609
CONF-4984,TO_DO,2026-07-05 20:13:06,USR-55508
CONF-4984,IN_PROGRESS,2026-07-06 03:13:06,USR-55508
CONF-4984,IN_REVIEW,2026-07-07 06:13:06,USR-55508
CONF-4984,DONE,2026-07-08 08:13:06,USR-55508
LIST-8798,TO_DO,2026-03-21 15:20:50,USR-58870
LIST-8798,IN_PROGRESS,2026-03-23 10:20:50,USR-58870
LIST-8798,IN_REVIEW,2026-03-24 09:20:50,USR-58870
LIST-8798,DONE,2026-03-25 23:20:50,USR-58870
LIST-8798,REOPENED,2026-03-26 07:20:50,USR-87236
LIST-8798,IN_PROGRESS,2026-03-27 00:20:50,USR-58870
LIST-8798,DONE,2026-03-27 06:20:50,USR-58870
PROF-4463,TO_DO,2025-09-29 11:52:02,USR-86106
PROF-4463,IN_PROGRESS,2025-10-01 08:52:02,USR-86106
PROF-4463,IN_REVIEW,2025-10-02 03:52:02,USR-86106
PROF-4463,DONE,2025-10-03 15:52:02,USR-86106
DEVE-3938,TO_DO,2026-08-12 07:22:55,USR-55082
DEVE-3938,IN_PROGRESS,2026-08-12 13:22:55,USR-55082
DEVE-3938,IN_REVIEW,2026-08-13 10:22:55,USR-55082
DEVE-3938,DONE,2026-08-13 22:22:55,USR-55082
PROF-7375,TO_DO,2026-03-24 17:35:56,USR-50135
PROF-7375,IN_PROGRESS,2026-03-26 03:35:56,USR-50135
PROF-7375,IN_REVIEW,2026-03-27 03:35:56,USR-50135
PROF-7375,DONE,2026-03-27 08:35:56,USR-50135
ORGA-4803,TO_DO,2026-05-06 11:58:01,USR-22656
ORGA-4803,IN_PROGRESS,2026-05-06 14:58:01,USR-22656
ORGA-4803,IN_REVIEW,2026-05-08 08:58:01,USR-22656
ORGA-4803,DONE,2026-05-09 03:58:01,USR-22656
TERM-4737,TO_DO,2026-09-11 02:09:11,USR-14278
TERM-4737,IN_PROGRESS,2026-09-11 09:09:11,USR-14278
TERM-4737,IN_REVIEW,2026-09-13 02:09:11,USR-14278
TERM-4737,DONE,2026-09-13 22:09:11,USR-14278
THES-2344,TO_DO,2026-09-19 23:06:23,USR-88997
THES-2344,IN_PROGRESS,2026-09-21 00:06:23,USR-88997
THES-2344,IN_REVIEW,2026-09-21 08:06:23,USR-88997
THES-2344,DONE,2026-09-21 15:06:23,USR-88997
CHOI-8286,TO_DO,2026-06-07 10:59:03,USR-17100
CHOI-8286,IN_PROGRESS,2026-06-08 23:59:03,USR-17100
CHOI-8286,IN_REVIEW,2026-06-10 12:59:03,USR-17100
CHOI-8286,DONE,2026-06-11 22:59:03,USR-17100
THES-1430,TO_DO,2026-06-24 22:18:59,USR-19287
THES-1430,IN_PROGRESS,2026-06-25 00:18:59,USR-19287
THES-1430,IN_REVIEW,2026-06-25 20:18:59,USR-19287
THES-1430,DONE,2026-06-27 00:18:59,USR-19287
THES-1430,REOPENED,2026-06-28 02:18:59,USR-26011
THES-1430,IN_PROGRESS,2026-06-28 05:18:59,USR-19287
THES-1430,DONE,2026-06-29 20:18:59,USR-19287
PROF-9537,TO_DO,2026-05-08 08:24:18,USR-15229
PROF-9537,IN_PROGRESS,2026-05-08 19:24:18,USR-15229
PROF-9537,IN_REVIEW,2026-05-09 01:24:18,USR-15229
PROF-9537,DONE,2026-05-09 13:24:18,USR-15229
CHOI-7899,TO_DO,2026-04-27 19:47:31,USR-73699
CHOI-7899,IN_PROGRESS,2026-04-29 11:47:31,USR-73699
CHOI-7899,IN_REVIEW,2026-05-01 04:47:31,USR-73699
CHOI-7899,DONE,2026-05-01 18:47:31,USR-73699
THES-3219,TO_DO,2025-12-12 21:08:48,USR-12719
THES-3219,IN_PROGRESS,2025-12-14 03:08:48,USR-12719
THES-3219,IN_REVIEW,2025-12-15 02:08:48,USR-12719
THES-3219,DONE,2025-12-16 07:08:48,USR-12719
CONF-3230,TO_DO,2026-03-12 23:08:40,USR-69898
CONF-3230,IN_PROGRESS,2026-03-14 02:08:40,USR-69898
CONF-3230,IN_REVIEW,2026-03-15 00:08:40,USR-69898
CONF-3230,DONE,2026-03-15 20:08:40,USR-69898
TERM-4971,TO_DO,2026-02-07 17:50:46,USR-78062
TERM-4971,IN_PROGRESS,2026-02-08 07:50:46,USR-78062
TERM-4971,IN_REVIEW,2026-02-09 22:50:46,USR-78062
TERM-4971,DONE,2026-02-11 10:50:46,USR-78062
LIST-1440,TO_DO,2026-09-20 20:55:58,USR-15100
LIST-1440,IN_PROGRESS,2026-09-22 18:55:58,USR-15100
LIST-1440,IN_REVIEW,2026-09-23 00:55:58,USR-15100
LIST-1440,DONE,2026-09-24 04:55:58,USR-15100
TERM-3280,TO_DO,2025-10-18 02:58:21,USR-40311
TERM-3280,IN_PROGRESS,2025-10-18 08:58:21,USR-40311
TERM-3280,IN_REVIEW,2025-10-19 14:58:21,USR-40311
TERM-3280,DONE,2025-10-21 06:58:21,USR-40311
CONF-7566,TO_DO,2026-06-23 09:16:53,USR-21802
CONF-7566,IN_PROGRESS,2026-06-25 07:16:53,USR-21802
CONF-7566,IN_REVIEW,2026-06-26 19:16:53,USR-21802
CONF-7566,DONE,2026-06-28 11:16:53,USR-21802
THES-2791,TO_DO,2025-12-18 05:27:44,USR-87184
THES-2791,IN_PROGRESS,2025-12-19 19:27:44,USR-87184
THES-2791,IN_REVIEW,2025-12-21 14:27:44,USR-87184
THES-2791,DONE,2025-12-23 11:27:44,USR-87184
ORGA-6432,TO_DO,2026-06-23 21:10:26,USR-34931
ORGA-6432,IN_PROGRESS,2026-06-25 08:10:26,USR-34931
ORGA-6432,IN_REVIEW,2026-06-26 21:10:26,USR-34931
ORGA-6432,DONE,2026-06-28 12:10:26,USR-34931
CONF-4621,TO_DO,2026-01-04 03:40:01,USR-79942
CONF-4621,IN_PROGRESS,2026-01-05 03:40:01,USR-79942
CONF-4621,IN_REVIEW,2026-01-05 06:40:01,USR-79942
CONF-4621,DONE,2026-01-06 14:40:01,USR-79942
CHOI-7815,TO_DO,2026-03-26 12:23:25,USR-31579
CHOI-7815,IN_PROGRESS,2026-03-27 19:23:25,USR-31579
CHOI-7815,IN_REVIEW,2026-03-28 10:23:25,USR-31579
CHOI-7815,DONE,2026-03-29 21:23:25,USR-31579
WIN-8801,TO_DO,2026-09-16 11:11:42,USR-18109
WIN-8801,IN_PROGRESS,2026-09-18 10:11:42,USR-18109
WIN-8801,IN_REVIEW,2026-09-18 19:11:42,USR-18109
WIN-8801,DONE,2026-09-18 22:11:42,USR-18109
WIN-8801,REOPENED,2026-09-19 21:11:42,USR-22249
WIN-8801,IN_PROGRESS,2026-09-20 18:11:42,USR-18109
WIN-8801,DONE,2026-09-21 04:11:42,USR-18109
ANIM-4996,TO_DO,2026-06-29 13:25:13,USR-65518
ANIM-4996,IN_PROGRESS,2026-06-30 16:25:13,USR-65518
ANIM-4996,IN_REVIEW,2026-07-02 10:25:13,USR-65518
ANIM-4996,DONE,2026-07-02 23:25:13,USR-65518
ORGA-7481,TO_DO,2025-12-13 04:17:33,USR-45972
ORGA-7481,IN_PROGRESS,2025-12-13 06:17:33,USR-45972
ORGA-7481,IN_REVIEW,2025-12-15 05:17:33,USR-45972
ORGA-7481,DONE,2025-12-15 20:17:33,USR-45972
ORGA-7481,REOPENED,2025-12-16 11:17:33,USR-23579
ORGA-7481,IN_PROGRESS,2025-12-16 20:17:33,USR-45972
ORGA-7481,DONE,2025-12-17 04:17:33,USR-45972
CONF-2667,TO_DO,2026-07-13 00:51:56,USR-53025
CONF-2667,IN_PROGRESS,2026-07-13 18:51:56,USR-53025
CONF-2667,IN_REVIEW,2026-07-15 14:51:56,USR-53025
CONF-2667,DONE,2026-07-16 23:51:56,USR-53025
WIN-7367,TO_DO,2026-04-09 14:38:37,USR-73653
WIN-7367,IN_PROGRESS,2026-04-10 03:38:37,USR-73653
WIN-7367,IN_REVIEW,2026-04-12 00:38:37,USR-73653
WIN-7367,DONE,2026-04-13 23:38:37,USR-73653
CONF-2388,TO_DO,2025-10-08 09:17:00,USR-69638
CONF-2388,IN_PROGRESS,2025-10-10 07:17:00,USR-69638
CONF-2388,IN_REVIEW,2025-10-10 18:17:00,USR-69638
CONF-2388,DONE,2025-10-12 04:17:00,USR-69638
ORGA-3258,TO_DO,2026-06-17 06:00:42,USR-96511
ORGA-3258,IN_PROGRESS,2026-06-18 19:00:42,USR-96511
ORGA-3258,IN_REVIEW,2026-06-19 07:00:42,USR-96511
ORGA-3258,DONE,2026-06-20 16:00:42,USR-96511
ANIM-4065,TO_DO,2025-11-17 02:50:48,USR-66244
ANIM-4065,IN_PROGRESS,2025-11-17 16:50:48,USR-66244
ANIM-4065,IN_REVIEW,2025-11-18 18:50:48,USR-66244
ANIM-4065,DONE,2025-11-20 07:50:48,USR-66244
TERM-7703,TO_DO,2026-06-21 08:13:32,USR-96057
TERM-7703,IN_PROGRESS,2026-06-21 11:13:32,USR-96057
TERM-7703,IN_REVIEW,2026-06-22 03:13:32,USR-96057
TERM-7703,DONE,2026-06-22 23:13:32,USR-96057
CHOI-4683,TO_DO,2025-10-23 06:42:50,USR-12154
CHOI-4683,IN_PROGRESS,2025-10-24 19:42:50,USR-12154
CHOI-4683,IN_REVIEW,2025-10-26 05:42:50,USR-12154
CHOI-4683,DONE,2025-10-26 14:42:50,USR-12154
THES-5389,TO_DO,2026-03-06 17:46:31,USR-91230
THES-5389,IN_PROGRESS,2026-03-08 17:46:31,USR-91230
THES-5389,IN_REVIEW,2026-03-09 23:46:31,USR-91230
THES-5389,DONE,2026-03-11 11:46:31,USR-91230
ORGA-2677,TO_DO,2025-12-08 22:18:34,USR-58655
ORGA-2677,IN_PROGRESS,2025-12-09 16:18:34,USR-58655
ORGA-2677,IN_REVIEW,2025-12-10 16:18:34,USR-58655
ORGA-2677,DONE,2025-12-10 23:18:34,USR-58655
THES-4882,TO_DO,2026-05-20 03:17:04,USR-46046
THES-4882,IN_PROGRESS,2026-05-21 21:17:04,USR-46046
THES-4882,IN_REVIEW,2026-05-23 02:17:04,USR-46046
THES-4882,DONE,2026-05-23 14:17:04,USR-46046
ANIM-4385,TO_DO,2026-08-21 13:13:16,USR-80381
ANIM-4385,IN_PROGRESS,2026-08-23 01:13:16,USR-80381
ANIM-4385,IN_REVIEW,2026-08-23 13:13:16,USR-80381
ANIM-4385,DONE,2026-08-24 11:13:16,USR-80381
CHOI-5740,TO_DO,2025-10-02 18:35:03,USR-30644
CHOI-5740,IN_PROGRESS,2025-10-03 22:35:03,USR-30644
CHOI-5740,IN_REVIEW,2025-10-04 03:35:03,USR-30644
CHOI-5740,DONE,2025-10-04 22:35:03,USR-30644
ANIM-3174,TO_DO,2025-12-04 17:07:47,USR-88139
ANIM-3174,IN_PROGRESS,2025-12-06 07:07:47,USR-88139
ANIM-3174,IN_REVIEW,2025-12-08 01:07:47,USR-88139
ANIM-3174,DONE,2025-12-08 20:07:47,USR-88139
ORGA-7146,TO_DO,2025-10-13 04:29:25,USR-18855
ORGA-7146,IN_PROGRESS,2025-10-15 02:29:25,USR-18855
ORGA-7146,IN_REVIEW,2025-10-16 03:29:25,USR-18855
ORGA-7146,DONE,2025-10-17 10:29:25,USR-18855
WIN-1040,TO_DO,2026-07-29 13:15:58,USR-91006
WIN-1040,IN_PROGRESS,2026-07-29 19:15:58,USR-91006
WIN-1040,IN_REVIEW,2026-07-31 07:15:58,USR-91006
WIN-1040,DONE,2026-08-01 10:15:58,USR-91006
ORGA-4470,TO_DO,2025-10-13 09:59:10,USR-17518
ORGA-4470,IN_PROGRESS,2025-10-14 23:59:10,USR-17518
ORGA-4470,IN_REVIEW,2025-10-16 08:59:10,USR-17518
ORGA-4470,DONE,2025-10-17 07:59:10,USR-17518
DEVE-1752,TO_DO,2026-05-29 20:42:42,USR-60181
DEVE-1752,IN_PROGRESS,2026-05-31 02:42:42,USR-60181
DEVE-1752,IN_REVIEW,2026-06-01 09:42:42,USR-60181
DEVE-1752,DONE,2026-06-01 11:42:42,USR-60181
DEVE-1752,REOPENED,2026-06-02 16:42:42,USR-10205
DEVE-1752,IN_PROGRESS,2026-06-02 23:42:42,USR-60181
DEVE-1752,DONE,2026-06-04 23:42:42,USR-60181
ANIM-5945,TO_DO,2026-07-24 09:50:01,USR-17263
ANIM-5945,IN_PROGRESS,2026-07-24 16:50:01,USR-17263
ANIM-5945,IN_REVIEW,2026-07-25 17:50:01,USR-17263
ANIM-5945,DONE,2026-07-27 13:50:01,USR-17263
ANIM-1848,TO_DO,2025-11-21 04:24:38,USR-54791
ANIM-1848,IN_PROGRESS,2025-11-23 03:24:38,USR-54791
ANIM-1848,IN_REVIEW,2025-11-23 11:24:38,USR-54791
ANIM-1848,DONE,2025-11-23 13:24:38,USR-54791
TERM-2276,TO_DO,2025-11-18 11:47:27,USR-48684
TERM-2276,IN_PROGRESS,2025-11-18 20:47:27,USR-48684
TERM-2276,IN_REVIEW,2025-11-20 01:47:27,USR-48684
TERM-2276,DONE,2025-11-21 23:47:27,USR-48684
TERM-2276,REOPENED,2025-11-22 09:47:27,USR-29313
TERM-2276,IN_PROGRESS,2025-11-23 01:47:27,USR-48684
TERM-2276,DONE,2025-11-23 09:47:27,USR-48684
PROF-7276,TO_DO,2026-03-22 12:35:45,USR-17100
PROF-7276,IN_PROGRESS,2026-03-22 22:35:45,USR-17100
PROF-7276,IN_REVIEW,2026-03-24 00:35:45,USR-17100
PROF-7276,DONE,2026-03-24 10:35:45,USR-17100
PROF-7276,REOPENED,2026-03-26 05:35:45,USR-77552
PROF-7276,IN_PROGRESS,2026-03-27 03:35:45,USR-17100
PROF-7276,DONE,2026-03-27 16:35:45,USR-17100
THES-9691,TO_DO,2026-07-02 22:22:44,USR-33028
THES-9691,IN_PROGRESS,2026-07-04 16:22:44,USR-33028
THES-9691,IN_REVIEW,2026-07-05 03:22:44,USR-33028
THES-9691,DONE,2026-07-06 07:22:44,USR-33028
TERM-4559,TO_DO,2026-06-28 14:57:38,USR-83792
TERM-4559,IN_PROGRESS,2026-06-29 19:57:38,USR-83792
TERM-4559,IN_REVIEW,2026-06-30 17:57:38,USR-83792
TERM-4559,DONE,2026-07-01 03:57:38,USR-83792
TERM-4559,REOPENED,2026-07-01 20:57:38,USR-56438
TERM-4559,IN_PROGRESS,2026-07-02 05:57:38,USR-83792
TERM-4559,DONE,2026-07-04 02:57:38,USR-83792
THES-5065,TO_DO,2025-12-02 07:24:17,USR-99838
THES-5065,IN_PROGRESS,2025-12-04 03:24:17,USR-99838
THES-5065,IN_REVIEW,2025-12-05 00:24:17,USR-99838
THES-5065,DONE,2025-12-05 15:24:17,USR-99838
CONF-9348,TO_DO,2026-03-08 21:25:34,USR-35995
CONF-9348,IN_PROGRESS,2026-03-10 06:25:34,USR-35995
CONF-9348,IN_REVIEW,2026-03-11 08:25:34,USR-35995
CONF-9348,DONE,2026-03-11 17:25:34,USR-35995
TERM-2163,TO_DO,2025-11-17 00:58:20,USR-54597
TERM-2163,IN_PROGRESS,2025-11-18 04:58:20,USR-54597
TERM-2163,IN_REVIEW,2025-11-19 05:58:20,USR-54597
TERM-2163,DONE,2025-11-20 17:58:20,USR-54597
ANIM-8717,TO_DO,2026-08-06 12:39:48,USR-57576
ANIM-8717,IN_PROGRESS,2026-08-07 03:39:48,USR-57576
ANIM-8717,IN_REVIEW,2026-08-07 07:39:48,USR-57576
ANIM-8717,DONE,2026-08-07 12:39:48,USR-57576
LIST-5693,TO_DO,2026-06-10 01:21:11,USR-47601
LIST-5693,IN_PROGRESS,2026-06-11 19:21:11,USR-47601
LIST-5693,IN_REVIEW,2026-06-13 07:21:11,USR-47601
LIST-5693,DONE,2026-06-14 19:21:11,USR-47601
ANIM-5546,TO_DO,2026-08-11 10:43:36,USR-27224
ANIM-5546,IN_PROGRESS,2026-08-13 01:43:36,USR-27224
ANIM-5546,IN_REVIEW,2026-08-14 19:43:36,USR-27224
ANIM-5546,DONE,2026-08-16 14:43:36,USR-27224
