attendance_event_id,employee_id,event_date,location_type,event_type
7412b293-4729-4739-a14f-f3d719db3ad0,EMP000001,2025-10-29,OFFICE,OFFICE
29a3b2e9-5d65-4441-9588-42dea2bc372f,EMP000001,2025-10-30,OFFICE,OFFICE
ab9099a4-35a2-40ae-9af3-05535ec42e08,EMP000001,2025-10-31,NON_OFFICE,REMOTE
aefcfad8-efc8-4849-b3aa-7efe4458a885,EMP000001,2025-11-03,NON_OFFICE,REMOTE
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,EMP000001,2025-11-04,OFFICE,OFFICE
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,EMP000001,2025-11-05,NON_OFFICE,LEAVE
451b4cf3-6123-4df7-b656-af7229d4beef,EMP000001,2025-11-06,NON_OFFICE,REMOTE
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,EMP000001,2025-11-07,NON_OFFICE,REMOTE
5304317f-af42-412f-b838-b3268e944239,EMP000001,2025-11-10,OFFICE,OFFICE
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,EMP000001,2025-11-11,NON_OFFICE,REMOTE
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,EMP000001,2025-11-12,NON_OFFICE,REMOTE
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,EMP000001,2025-11-13,NON_OFFICE,REMOTE
9132b63e-f162-47e4-a9c3-49e03602f8ac,EMP000001,2025-11-14,NON_OFFICE,REMOTE
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,EMP000001,2025-11-17,NON_OFFICE,REMOTE
e27a984d-6548-41d0-bfcd-9eb1a7cad415,EMP000001,2025-11-18,NON_OFFICE,REMOTE
24933b83-7577-40a9-a491-f0b2ea1fca65,EMP000001,2025-11-19,NON_OFFICE,REMOTE
beb79919-3f22-4af8-a3be-d01d43cf2fde,EMP000001,2025-11-20,NON_OFFICE,REMOTE
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,EMP000001,2025-11-21,OFFICE,OFFICE
956269f0-e5d7-4875-adad-d6c795a76d79,EMP000001,2025-11-24,NON_OFFICE,BUSINESS_TRAVEL
ff50bde4-3825-47b8-9cab-cc97663f1c97,EMP000001,2025-11-25,OFFICE,OFFICE
7e570ddf-8270-40a8-a369-b584ff5e9ff0,EMP000001,2025-11-26,OFFICE,OFFICE
dc713d96-0c0f-4195-817a-f08a1745d6d8,EMP000001,2025-11-27,NON_OFFICE,REMOTE
28f49481-a0a0-4dc4-a720-9bdf1c11f735,EMP000001,2025-11-28,OFFICE,OFFICE
98ae4334-6c12-4ce8-ae34-0454cac5b68c,EMP000001,2025-12-01,NON_OFFICE,REMOTE
988c24c9-61b1-4d22-a280-1c4510435a10,EMP000001,2025-12-02,OFFICE,OFFICE
405cacec-8774-49a9-b7d2-1e02ff01cf99,EMP000001,2025-12-03,OFFICE,OFFICE
f143262f-dc5c-4eed-8da0-365bf89897b9,EMP000001,2025-12-04,OFFICE,OFFICE
1d53434b-b881-49b9-ae27-0da702f06b90,EMP000001,2025-12-05,NON_OFFICE,REMOTE
c0398710-8976-4334-a281-7efdae849217,EMP000001,2025-12-08,OFFICE,OFFICE
5715bd6f-a416-4293-84c2-e2e3444ea7c8,EMP000001,2025-12-09,OFFICE,OFFICE
287d06ca-6f4c-469a-8b22-d3081c8eaee9,EMP000001,2025-12-10,OFFICE,OFFICE
b8db0672-f42d-47cc-80d4-af5974273ca3,EMP000001,2025-12-11,NON_OFFICE,REMOTE
f8cda88b-436d-46e2-b83c-fe0be037e5ed,EMP000001,2025-12-12,NON_OFFICE,REMOTE
81f76d1c-2dbc-4134-830f-f46e8026695f,EMP000001,2025-12-15,OFFICE,OFFICE
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,EMP000001,2025-12-16,OFFICE,OFFICE
81f631d4-a392-41a7-9777-a4774c66e0a8,EMP000001,2025-12-17,NON_OFFICE,REMOTE
5fb8d16c-2720-497d-b2eb-d6899be578c7,EMP000001,2025-12-18,OFFICE,OFFICE
f4188f3f-8a14-4e62-a95b-4715c333e861,EMP000001,2025-12-19,NON_OFFICE,REMOTE
eb2263dd-87c5-421e-ac24-a3c5c754108f,EMP000001,2025-12-22,OFFICE,OFFICE
7d154385-52fb-443b-9954-6eb400257ad1,EMP000001,2025-12-23,OFFICE,OFFICE
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,EMP000001,2025-12-24,OFFICE,OFFICE
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,EMP000001,2025-12-25,NON_OFFICE,REMOTE
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,EMP000001,2025-12-26,OFFICE,OFFICE
14296c07-f26b-4776-913e-4de2e0c53cb8,EMP000001,2025-12-29,OFFICE,OFFICE
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,EMP000001,2025-12-30,OFFICE,OFFICE
885f6e66-c2b6-42c5-ba5d-310011b7e948,EMP000001,2025-12-31,NON_OFFICE,REMOTE
a8e56e0c-20de-435d-a031-d750c40db9b4,EMP000001,2026-01-01,NON_OFFICE,REMOTE
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,EMP000001,2026-01-02,NON_OFFICE,REMOTE
9b49bd26-df57-459a-8715-a10343dac043,EMP000001,2026-01-05,OFFICE,OFFICE
edcd465e-3638-4821-b6e0-7cc06c52c49f,EMP000001,2026-01-06,NON_OFFICE,REMOTE
b09b2a5c-badc-432a-8159-0f538a0f4efb,EMP000001,2026-01-07,NON_OFFICE,REMOTE
66245bfa-4fcc-439a-b683-d2e6337ea2df,EMP000001,2026-01-08,NON_OFFICE,LEAVE
5f987c71-a65e-488e-abf3-ad39fec21bbe,EMP000001,2026-01-09,OFFICE,OFFICE
7394988f-847f-49b4-a64d-1bcb702753a1,EMP000001,2026-01-12,OFFICE,OFFICE
1064005c-3985-43cf-bf76-be1d1efa2197,EMP000001,2026-01-13,OFFICE,OFFICE
8dcdcd03-969b-4662-8562-8059568cc69b,EMP000001,2026-01-14,OFFICE,OFFICE
01d74256-3860-4ab6-96a4-02f23ae8cc93,EMP000001,2026-01-15,OFFICE,OFFICE
0f1259e0-a18f-46b6-b535-106e122c9a56,EMP000001,2026-01-16,OFFICE,OFFICE
080aadfb-e7c9-4b26-9141-25c63a9bedd4,EMP000001,2026-01-19,NON_OFFICE,REMOTE
839fbc50-1223-4513-9496-f63cdc1110c1,EMP000001,2026-01-20,NON_OFFICE,REMOTE
7c441fe7-ab42-40a7-874a-493b3ceddf2d,EMP000001,2026-01-21,NON_OFFICE,REMOTE
b92da22b-21df-406f-8a0b-3c3336d8393a,EMP000001,2026-01-22,NON_OFFICE,REMOTE
93829b43-922f-415a-a1e3-db63ef7ddc76,EMP000001,2026-01-23,OFFICE,OFFICE
7914c120-c8dc-419f-be35-11287900f7f9,EMP000001,2026-01-26,NON_OFFICE,REMOTE
1825bc54-30be-445f-a835-14f2ceb81f9d,EMP000001,2026-01-27,OFFICE,OFFICE
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,EMP000001,2026-01-28,OFFICE,OFFICE
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,EMP000001,2026-01-29,NON_OFFICE,REMOTE
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,EMP000001,2026-01-30,NON_OFFICE,REMOTE
0f844fef-1931-49ee-a56c-0941fbf24050,EMP000001,2026-02-02,OFFICE,OFFICE
ccf3a171-56dc-4907-ba6c-34ab6712303a,EMP000001,2026-02-03,OFFICE,OFFICE
310c0c00-3fa7-4104-9bf9-0e27dc96925e,EMP000001,2026-02-04,OFFICE,OFFICE
23e2fcb4-72d8-467d-894a-05e430b187ef,EMP000001,2026-02-05,NON_OFFICE,REMOTE
766ecb15-474e-4c19-aef9-12766c006f61,EMP000001,2026-02-06,OFFICE,OFFICE
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,EMP000001,2026-02-09,NON_OFFICE,REMOTE
db20a56e-dc81-4fe7-8eda-8bbb71710434,EMP000001,2026-02-10,NON_OFFICE,REMOTE
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,EMP000001,2026-02-11,NON_OFFICE,REMOTE
03c72ba8-d605-4770-8a63-f881ffd0f9d5,EMP000001,2026-02-12,NON_OFFICE,REMOTE
c0e9ab30-ed26-42e9-97e0-11b7f8102383,EMP000001,2026-02-13,NON_OFFICE,REMOTE
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,EMP000001,2026-02-16,NON_OFFICE,REMOTE
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,EMP000001,2026-02-17,NON_OFFICE,REMOTE
2a25a888-0f02-4ad0-a706-7ef466aa9385,EMP000001,2026-02-18,NON_OFFICE,REMOTE
63f2ae24-fc3d-4348-808d-4127610461e3,EMP000001,2026-02-19,OFFICE,OFFICE
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,EMP000001,2026-02-20,NON_OFFICE,REMOTE
b253d218-6c4a-47ea-8906-17f2747b6dba,EMP000001,2026-02-23,NON_OFFICE,LEAVE
c88a618e-fed4-457d-bb02-6576f512c4c3,EMP000001,2026-02-24,OFFICE,OFFICE
7c967f79-b7e9-4aca-a970-65e18e46d534,EMP000001,2026-02-25,OFFICE,OFFICE
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,EMP000001,2026-02-26,NON_OFFICE,REMOTE
bc594585-9445-48c0-8ef8-c2d6f7fd5646,EMP000001,2026-02-27,OFFICE,OFFICE
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,EMP000001,2026-03-02,NON_OFFICE,REMOTE
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,EMP000001,2026-03-03,OFFICE,OFFICE
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,EMP000001,2026-03-04,NON_OFFICE,REMOTE
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,EMP000001,2026-03-05,OFFICE,OFFICE
118a9d29-2f92-4996-99f1-95d014822f53,EMP000001,2026-03-06,NON_OFFICE,REMOTE
dca02eec-acda-4acc-9165-e21098543881,EMP000001,2026-03-09,OFFICE,OFFICE
f10c718b-1eb0-438a-a75d-d5af3c365296,EMP000001,2026-03-10,OFFICE,OFFICE
94340a03-3f07-4814-91d6-3f78e3e9de99,EMP000001,2026-03-11,NON_OFFICE,REMOTE
14fcdd54-9e8f-4965-8a2c-827e98326856,EMP000001,2026-03-12,OFFICE,OFFICE
90b2b633-956b-4c0c-a849-9b926b5252e3,EMP000001,2026-03-13,OFFICE,OFFICE
42c18a62-ef48-48d5-90fd-9d3f85d51695,EMP000001,2026-03-16,NON_OFFICE,REMOTE
506e5a9a-b758-488d-ab73-295b344a54b8,EMP000001,2026-03-17,NON_OFFICE,LEAVE
21813d25-6552-48a6-83ff-50113d1a85dd,EMP000001,2026-03-18,NON_OFFICE,REMOTE
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,EMP000001,2026-03-19,NON_OFFICE,REMOTE
ef8c485b-c07a-40f2-add4-253b50f0fd0a,EMP000001,2026-03-20,NON_OFFICE,REMOTE
9f044aed-7552-4327-8262-7f7312922f83,EMP000001,2026-03-23,OFFICE,OFFICE
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,EMP000001,2026-03-24,NON_OFFICE,REMOTE
8181a8cc-3691-47eb-89a2-688b12c136e0,EMP000001,2026-03-25,NON_OFFICE,REMOTE
5958a499-eeea-463e-a1e8-ac6843e42caf,EMP000001,2026-03-26,OFFICE,OFFICE
3e896c64-e117-4ac3-919c-4ea3e1805081,EMP000001,2026-03-27,OFFICE,OFFICE
702cdd20-2862-48b8-88f4-ef125e9953d2,EMP000001,2026-03-30,OFFICE,OFFICE
4d71c366-b41b-4143-8b10-550cd5704f32,EMP000001,2026-03-31,OFFICE,OFFICE
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,EMP000001,2026-04-01,OFFICE,OFFICE
aaf91531-0200-41f0-8768-a84fa76afde6,EMP000001,2026-04-02,OFFICE,OFFICE
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,EMP000001,2026-04-03,OFFICE,OFFICE
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,EMP000001,2026-04-06,OFFICE,OFFICE
e3c43657-1d8c-4bac-83b4-09ef2260e70f,EMP000001,2026-04-07,NON_OFFICE,REMOTE
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,EMP000001,2026-04-08,OFFICE,OFFICE
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,EMP000001,2026-04-09,NON_OFFICE,REMOTE
afffcfd2-341e-440b-97c7-00aab7b56ea7,EMP000001,2026-04-10,NON_OFFICE,REMOTE
81627cf1-4394-42e6-9a58-7e8aa25d6b29,EMP000001,2026-04-13,OFFICE,OFFICE
e87d1c78-e7c4-41c7-8049-7b717d106c60,EMP000001,2026-04-14,NON_OFFICE,REMOTE
a2607723-17a0-4f49-8d01-280fd89a40c0,EMP000001,2026-04-15,OFFICE,OFFICE
0b49452d-46d4-43f3-9450-281c6c6f7633,EMP000001,2026-04-16,NON_OFFICE,LEAVE
217d65a0-c568-41cd-9563-f61600e85ece,EMP000001,2026-04-17,OFFICE,OFFICE
295d6fbf-430f-401d-bad4-09e2a319dcb4,EMP000001,2026-04-20,OFFICE,OFFICE
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,EMP000001,2026-04-21,NON_OFFICE,REMOTE
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,EMP000001,2026-04-22,NON_OFFICE,REMOTE
b0e6a969-e213-42b0-b1ee-dba313432e61,EMP000001,2026-04-23,OFFICE,OFFICE
093923de-8bab-4e3b-a628-6bfbe767dcea,EMP000001,2026-04-24,NON_OFFICE,REMOTE
8d7248e2-951f-48d0-9e84-f058d5a804eb,EMP000001,2026-04-27,OFFICE,OFFICE
0ab54bde-20a0-4502-ae06-809725e97977,EMP000001,2026-04-28,NON_OFFICE,REMOTE
eededb07-e623-4689-9d59-cd2a4eea04e7,EMP000001,2026-04-29,OFFICE,OFFICE
0a368ce7-dc57-4131-b8e1-daa7cbceabde,EMP000001,2026-04-30,OFFICE,OFFICE
ae9bec36-35c7-436c-9b99-62c6e61fecc0,EMP000001,2026-05-01,OFFICE,OFFICE
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,EMP000001,2026-05-04,NON_OFFICE,REMOTE
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,EMP000001,2026-05-05,NON_OFFICE,REMOTE
bfddc3d9-9ee3-4c2a-b94d-62046808593f,EMP000001,2026-05-06,OFFICE,OFFICE
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,EMP000001,2026-05-07,NON_OFFICE,REMOTE
ccc56569-f9e8-4369-a999-b735dd56cc94,EMP000001,2026-05-08,NON_OFFICE,REMOTE
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,EMP000001,2026-05-11,NON_OFFICE,REMOTE
ecab3301-bc8f-4d29-adea-94930658663a,EMP000001,2026-05-12,OFFICE,OFFICE
696608aa-ee49-4329-884a-7b28550a1b46,EMP000001,2026-05-13,OFFICE,OFFICE
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,EMP000001,2026-05-14,NON_OFFICE,REMOTE
28c13091-444d-410b-bf87-e362cf8d446a,EMP000001,2026-05-15,NON_OFFICE,BUSINESS_TRAVEL
61ee411a-1bac-47a7-b386-f7a4c991603f,EMP000001,2026-05-18,NON_OFFICE,REMOTE
787f2425-dbcc-4477-89e9-db0adf465290,EMP000001,2026-05-19,OFFICE,OFFICE
eb1fa9f2-d10b-41d0-b317-347038f16a81,EMP000001,2026-05-20,OFFICE,OFFICE
d20eac17-4e20-4d1a-9983-36e375d66ed4,EMP000001,2026-05-21,OFFICE,OFFICE
39118497-3a43-42ba-9f0f-06cbcb9bc326,EMP000001,2026-05-22,NON_OFFICE,REMOTE
6601ddd0-3170-4437-a8f7-ef5a060edf5b,EMP000001,2026-05-25,OFFICE,OFFICE
11c58ef0-dd46-4c09-8752-87aa5408f9ac,EMP000001,2026-05-26,OFFICE,OFFICE
59e4b671-4774-4c58-85f8-bc16f7860b50,EMP000001,2026-05-27,NON_OFFICE,REMOTE
adf4e62d-6651-429e-8268-690ba43825b5,EMP000001,2026-05-28,NON_OFFICE,REMOTE
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,EMP000001,2026-05-29,OFFICE,OFFICE
e08596db-1d87-4966-8710-d430f071d879,EMP000001,2026-06-01,NON_OFFICE,REMOTE
94a1875d-2db6-4edb-82de-ffccf86c2ca2,EMP000001,2026-06-02,NON_OFFICE,REMOTE
09cb3942-43f5-4a85-bbc9-f87af668a617,EMP000001,2026-06-03,OFFICE,OFFICE
587ef344-6f3f-420c-98b8-e4cc1bc044fc,EMP000001,2026-06-04,OFFICE,OFFICE
6fb78271-504d-481f-8953-5b63ba81edd9,EMP000001,2026-06-05,NON_OFFICE,REMOTE
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,EMP000001,2026-06-08,OFFICE,OFFICE
30a900ad-939b-462d-a645-f129629c2ae3,EMP000001,2026-06-09,OFFICE,OFFICE
6fa17735-b572-43d0-8b5c-ea6a41357e8c,EMP000001,2026-06-10,NON_OFFICE,REMOTE
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,EMP000001,2026-06-11,NON_OFFICE,REMOTE
f0b5156b-b82c-4074-afd5-dea589d7fd6c,EMP000001,2026-06-12,NON_OFFICE,LEAVE
3270e4fa-abae-4f43-bcae-8081bdf070aa,EMP000001,2026-06-15,NON_OFFICE,REMOTE
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,EMP000001,2026-06-16,OFFICE,OFFICE
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,EMP000001,2026-06-17,NON_OFFICE,REMOTE
1fe771d6-d917-4793-a9d3-c2e6505cc686,EMP000001,2026-06-18,OFFICE,OFFICE
81d2c7de-4ce1-4b90-a669-7833b841d0a0,EMP000001,2026-06-19,NON_OFFICE,REMOTE
5380b904-688c-4015-aab9-7e494f2d4796,EMP000001,2026-06-22,OFFICE,OFFICE
8dedf9fb-4bb0-4f20-b27c-40266703b636,EMP000001,2026-06-23,NON_OFFICE,REMOTE
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,EMP000001,2026-06-24,NON_OFFICE,LEAVE
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,EMP000001,2026-06-25,NON_OFFICE,REMOTE
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,EMP000001,2026-06-26,OFFICE,OFFICE
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,EMP000001,2026-06-29,NON_OFFICE,REMOTE
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,EMP000001,2026-06-30,NON_OFFICE,LEAVE
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,EMP000001,2026-07-01,OFFICE,OFFICE
7118e364-7709-4749-927e-ecfaa79ac9aa,EMP000001,2026-07-02,NON_OFFICE,REMOTE
82dc4c8e-36b5-429a-acf5-e81e71316269,EMP000001,2026-07-03,OFFICE,OFFICE
f5b78cc7-e6b3-4944-8b32-3e357922bac2,EMP000001,2026-07-06,OFFICE,OFFICE
a8aa7158-2b70-4525-bc67-f831cbc84759,EMP000001,2026-07-07,OFFICE,OFFICE
a9f25336-83f4-49a9-88a6-39d015b52908,EMP000001,2026-07-08,OFFICE,OFFICE
17e8392a-55ce-45db-9e87-e04ca2086977,EMP000001,2026-07-09,OFFICE,OFFICE
3c20592f-c04a-46c4-b3b6-3fe1d1843324,EMP000001,2026-07-10,NON_OFFICE,BUSINESS_TRAVEL
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,EMP000001,2026-07-13,NON_OFFICE,REMOTE
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,EMP000001,2026-07-14,OFFICE,OFFICE
9c7c7377-79a2-4903-bbe3-3b243eae0032,EMP000001,2026-07-15,NON_OFFICE,REMOTE
74962764-12a4-4ef0-84bb-b7a9d98868dd,EMP000001,2026-07-16,NON_OFFICE,REMOTE
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,EMP000001,2026-07-17,NON_OFFICE,REMOTE
624c69b6-b244-45a7-b7e5-848131c681ec,EMP000001,2026-07-20,NON_OFFICE,REMOTE
25c73c44-3e75-43b4-a64f-a6637e8f8095,EMP000001,2026-07-21,NON_OFFICE,REMOTE
e4855aa1-016b-4287-b008-05cca7f36ae9,EMP000001,2026-07-22,OFFICE,OFFICE
e2add909-c521-4f2d-9c45-d539c03f3538,EMP000001,2026-07-23,NON_OFFICE,LEAVE
3805f907-6cd6-4193-8746-8f591b494e15,EMP000001,2026-07-24,OFFICE,OFFICE
b227462c-f53d-4330-8dda-24ba2d06e8cf,EMP000001,2026-07-27,OFFICE,OFFICE
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,EMP000001,2026-07-28,NON_OFFICE,REMOTE
1f115b76-d92c-4227-aadf-50853fcb7546,EMP000001,2026-07-29,OFFICE,OFFICE
76f2dbfe-cd29-436f-a222-82e174daaebf,EMP000001,2026-07-30,NON_OFFICE,REMOTE
8f15ba58-fce6-4504-87f8-424daae65fc1,EMP000001,2026-07-31,NON_OFFICE,REMOTE
c1581092-f335-4ba3-913a-7052986f9025,EMP000001,2026-08-03,OFFICE,OFFICE
d0a44432-9cd6-4852-b14c-7df4e4347d51,EMP000001,2026-08-04,NON_OFFICE,LEAVE
6d3ee1dc-8139-4443-a45b-712eb8225688,EMP000001,2026-08-05,OFFICE,OFFICE
722764e6-8c41-461b-a827-a1b9d4a02e53,EMP000001,2026-08-06,OFFICE,OFFICE
dc8aee30-be60-43f7-a8be-9288e5af6e39,EMP000001,2026-08-07,NON_OFFICE,REMOTE
c074718e-425a-409f-b337-c59979844388,EMP000001,2026-08-10,NON_OFFICE,REMOTE
46fde062-a33d-47af-9701-410d3f4b1a70,EMP000001,2026-08-11,OFFICE,OFFICE
7c0e8cd8-8573-4793-8715-b2b9c40c5d91,EMP000001,2026-08-12,NON_OFFICE,REMOTE
709b7d97-464c-44af-bd3f-3799a07295e9,EMP000001,2026-08-13,NON_OFFICE,REMOTE
3c07c574-4925-4af1-b6aa-e05b13d5f2f7,EMP000001,2026-08-14,NON_OFFICE,REMOTE
e49d681d-51d8-4c64-95fa-1ab8458f1f19,EMP000001,2026-08-17,OFFICE,OFFICE
269cd696-236c-4b87-94a0-bccb8a476a87,EMP000001,2026-08-18,NON_OFFICE,LEAVE
271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,EMP000001,2026-08-19,NON_OFFICE,BUSINESS_TRAVEL
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,EMP000001,2026-08-20,NON_OFFICE,REMOTE
7746d0ba-8ae8-405b-94b4-a48268586eba,EMP000001,2026-08-21,NON_OFFICE,REMOTE
d5385b0e-34f3-493c-8ff0-a55c6a702e2f,EMP000001,2026-08-24,OFFICE,OFFICE
c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,EMP000001,2026-08-25,NON_OFFICE,REMOTE
05000bc6-b20d-4b6e-b231-1f1795863a76,EMP000001,2026-08-26,OFFICE,OFFICE
9360715f-c3fe-4183-a172-b725db52ca58,EMP000001,2026-08-27,NON_OFFICE,LEAVE
f1578470-0182-47c4-ba1b-58066160a6b4,EMP000001,2026-08-28,OFFICE,OFFICE
63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,EMP000001,2026-08-31,NON_OFFICE,REMOTE
d5f25073-f414-42b1-a442-9ebbda7b9095,EMP000001,2026-09-01,OFFICE,OFFICE
bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,EMP000001,2026-09-02,OFFICE,OFFICE
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,EMP000001,2026-09-03,OFFICE,OFFICE
45df16b6-382c-443f-bcfc-9b793875394c,EMP000001,2026-09-04,NON_OFFICE,REMOTE
638c254c-076e-4bba-bc53-08bf6f92f25e,EMP000001,2026-09-07,OFFICE,OFFICE
cc530e36-addc-4e13-ab3b-4d37560c95ee,EMP000001,2026-09-08,OFFICE,OFFICE
d72b6108-2a40-4f12-b963-f37f67814c1f,EMP000001,2026-09-09,NON_OFFICE,REMOTE
fb10987f-20ac-4703-ab67-146a77a6e17c,EMP000001,2026-09-10,NON_OFFICE,REMOTE
e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,EMP000001,2026-09-11,NON_OFFICE,REMOTE
a9ba5a27-907b-4e36-9786-48f864de82e6,EMP000001,2026-09-14,NON_OFFICE,REMOTE
6db99102-a48b-4dbe-957d-94a106f028ff,EMP000001,2026-09-15,NON_OFFICE,LEAVE
2e85cb21-7631-4e9d-9de9-f86322bd3388,EMP000001,2026-09-16,OFFICE,OFFICE
53cd6268-610c-4373-8299-9aa40cdf742b,EMP000001,2026-09-17,NON_OFFICE,REMOTE
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,EMP000001,2026-09-18,NON_OFFICE,REMOTE
473bd358-610e-4a64-a130-1617c2dff335,EMP000002,2025-09-26,OFFICE,OFFICE
6bebac31-d4f8-4d72-b382-1cfdc083b73a,EMP000002,2025-09-29,NON_OFFICE,LEAVE
